путь,категории_ПДн,количество_находок,УЗ,формат_файла
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Выгрузки\Сайты\GL0B4339.jpg,нет,0,нет ПДн,jpg
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\П201-ОД 37.03.01.pdf,нет,0,нет ПДн,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Архив сканы\x\zzx14d00\507710669_507710670.tif,нет,0,нет ПДн,tif
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\%D0%A0%D0%90%D0%A1_303-%D1%80.pdf,обычные:2,2,УЗ-4,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\Poryadok_platn_uslug_25.10.13.pdf,нет,0,нет ПДн,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\Prikaz-1928_Application1-Report_form.rtf,обычные:1,1,УЗ-4,rtf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\П1116_16.05.2025.pdf,нет,0,нет ПДн,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\Temp_03022025.pdf,нет,0,нет ПДн,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Выгрузки\Сайты\2068_800.jpg,биометрические:1,1,УЗ-2,jpg
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Выгрузки\Сайты\192154.jpg,биометрические:3,3,УЗ-2,jpg
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\%D0%9F%D1%80%D0%B8%D0%BA%D0%B0%D0%B7%20N906.pdf,нет,0,нет ПДн,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Выгрузки\Сайты\619379_600.png,нет,0,нет ПДн,png
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\100505_C_3_24122020.pdf,нет,0,нет ПДн,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Выгрузки\Сайты\page_121.html,"обычные:11, государственные:2, специальные:1",14,УЗ-1,html
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\25.05.2023_%D0%9F149-%D0%9E%D0%94%20%D0%9F%D0%BE%D0%BB%D0%BE%D0%B6%D0%B5%D0%BD%D0%B8%D0%B5%20%D0%BE%20%D0%A6%D0%B5%D0%BD%D1%82%D1%80%D0%B5.pdf,нет,0,нет ПДн,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\bio_ino.pdf,"обычные:5, специальные:1",6,УЗ-1,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\prikaz_13n_ot_26.07.2018.pdf,нет,0,нет ПДн,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Выгрузки\Сайты\4164203_800.jpg,биометрические:1,1,УЗ-2,jpg
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\П1373 07.04.01 Архитектура.pdf,нет,0,нет ПДн,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\Problems.docx,нет,0,нет ПДн,docx
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\vi_mag.docx,обычные:1,1,УЗ-4,docx
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Архив сканы\x\zzx36d00\50649664-9664.tif,нет,0,нет ПДн,tif
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\spd.docx,"обычные:77, биометрические:1, специальные:1",79,УЗ-1,docx
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\doc05362520220404131040 (2).pdf,нет,0,нет ПДн,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Выгрузки\Сайты\260922_original.jpg,нет,0,нет ПДн,jpg
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Выгрузки\Сайты\95612293-14438121-image-a-97_1740585973713.jpg,биометрические:2,2,УЗ-2,jpg
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Выгрузки\дочерние предприятия\Billing\plan.json,нет,0,нет ПДн,json
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\100_asp.docx,нет,0,нет ПДн,docx
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Выгрузки\Сайты\13628_900.jpg,биометрические:1,1,УЗ-2,jpg
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Выгрузки\Сайты\355365_original.jpg,биометрические:2,2,УЗ-2,jpg
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\AI-SANA_2603.pdf,"обычные:5, специальные:1",6,УЗ-1,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\Flyer-Central%20Research%20Facilities_11zon.pdf,нет,0,нет ПДн,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\Thesis_kruglii_stol.pdf,"обычные:5, специальные:1",6,УЗ-1,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\Свидетельство 06.04.02.pdf,нет,0,нет ПДн,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Выгрузки\Сайты\page_380.html,"обычные:11, государственные:1, специальные:1",13,УЗ-1,html
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Архив сканы\b\zzb02c00\2080731994.tif,биометрические:1,1,УЗ-2,tif
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Выгрузки\Сайты\page_105.html,"обычные:11, государственные:1, специальные:1",13,УЗ-1,html
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Выгрузки\Сайты\5294_2000.jpg,нет,0,нет ПДн,jpg
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\PDFsam_Расписание-ИГА-2025-1.pdf,нет,0,нет ПДн,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\Ecosystems.pdf,"обычные:4, специальные:1",5,УЗ-1,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Выгрузки\Сайты\freddie-mercury-cats-5c6fb3a8cd982__605.jpg,биометрические:3,3,УЗ-2,jpg
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\BSC_DS_2025.pdf,обычные:1,1,УЗ-4,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\43.04.03.pdf,нет,0,нет ПДн,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\27.04.04_ Управление в технических системах_П210-ОД_ПИШ.pdf,нет,0,нет ПДн,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Выгрузки\Сайты\page_216.html,"обычные:12, государственные:1, биометрические:1, специальные:1",15,УЗ-1,html
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\10.03.01 Информационная безопасность.pdf,нет,0,нет ПДн,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Выгрузки\Сайты\893940_800.jpg,биометрические:5,5,УЗ-1,jpg
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\poriadok_otbora.pdf,обычные:1,1,УЗ-4,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Архив сканы\c\zzc90f00\0011898456.tif,нет,0,нет ПДн,tif
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Архив сканы\c\zzc09e00\2041408964.tif,нет,0,нет ПДн,tif
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\Course%20syllabus_Logical%20Argumentation%20and%20Critical%20Thinking_2022.pdf,обычные:1,1,УЗ-4,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Выгрузки\Сайты\95614879-14438121-image-a-113_1740588954241.jpg,биометрические:4,4,УЗ-2,jpg
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\standing order about Scientific research institute  of Physics.pdf,"обычные:5, биометрические:1",6,УЗ-1,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\Prog_stud_conf_Dec_es_2024_esp.pdf,нет,0,нет ПДн,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\П212-ОД 37.05.02_0.pdf,нет,0,нет ПДн,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Выгрузки\Сайты\9925_900.jpg,нет,0,нет ПДн,jpg
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\2.3.7.pdf,"обычные:2, специальные:1",3,УЗ-1,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Выгрузки\Сайты\315536_original.jpg,биометрические:2,2,УЗ-2,jpg
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\prikaz 33 ot 17.01.2022.pdf,нет,0,нет ПДн,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\2.2.8.pdf,нет,0,нет ПДн,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\Prilozhieniie.pdf,нет,0,нет ПДн,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\П1075.pdf,нет,0,нет ПДн,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\TsKP_Biotekhnologia_biomeditsina_i_ekologicheskiy_monitoring_Babeshko.pdf,обычные:2,2,УЗ-4,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\11.04.01_Радиотехника_П210-ОД_ПИШ.pdf,нет,0,нет ПДн,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Выгрузки\Сайты\7393344_original.jpg,биометрические:3,3,УЗ-2,jpg
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\ukaz597_20120507.pdf,"обычные:5, специальные:1",6,УЗ-1,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\Свидетельство ПОА 37.03.02.pdf,нет,0,нет ПДн,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Выгрузки\Сайты\143984_800.jpg,биометрические:1,1,УЗ-2,jpg
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\CA01_01.tif,биометрические:3,3,УЗ-2,tif
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Выгрузки\Сайты\page_389.html,"обычные:11, государственные:1, специальные:1",13,УЗ-1,html
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Выгрузки\Сайты\4979320_original.jpg,биометрические:1,1,УЗ-2,jpg
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Выгрузки\Сайты\page_348.html,"обычные:11, государственные:1, специальные:1",13,УЗ-1,html
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Выгрузки\Сайты\4141654_600.jpg,биометрические:2,2,УЗ-2,jpg
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Выгрузки\Сайты\11418_900.jpg,биометрические:1,1,УЗ-2,jpg
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Архив сканы\y\zzy06d00\50536499-6500.tif,нет,0,нет ПДн,tif
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\%D0%A0%D0%90%D0%A1%D0%9F1035-%D1%80%20HR.pdf,обычные:2,2,УЗ-4,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\Protokol_1.pdf,"обычные:7, специальные:1",8,УЗ-1,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\П256 о подготовке докторантов граждан РФ.pdf,нет,0,нет ПДн,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Выгрузки\Сайты\364678_original.jpg,биометрические:3,3,УЗ-2,jpg
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\Pr430_13.03.2024.pdf,нет,0,нет ПДн,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\StS6_pobediteli.pdf,нет,0,нет ПДн,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Выгрузки\Сайты\14438819_original.jpg,биометрические:5,5,УЗ-1,jpg
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\ВыпискаТемы-ВКР-ИНоЗ_2025-выпуска.pdf,"обычные:5, биометрические:1",6,УЗ-1,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\Course%20syllabus%20Mathematical%20models%20in%20biology.pdf,обычные:1,1,УЗ-4,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Выгрузки\Сайты\4143784_800.jpg,нет,0,нет ПДн,jpg
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\06.04.01.pdf,"обычные:5, специальные:1",6,УЗ-1,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\scientific%20journal.doc,нет,0,нет ПДн,doc
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Выгрузки\Сайты\1926427_300.jpg,биометрические:1,1,УЗ-2,jpg
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\teacher_instruction_new.pdf,нет,0,нет ПДн,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Выгрузки\Сайты\page_274.html,обычные:1,1,УЗ-4,html
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Выгрузки\Сайты\page_160.html,"обычные:11, государственные:1, специальные:1",13,УЗ-1,html
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Выгрузки\Сайты\359177_original.jpg,биометрические:2,2,УЗ-2,jpg
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\pr9_05062013.pdf,нет,0,нет ПДн,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Архив сканы\y\zzy29d00\501859325.tif,нет,0,нет ПДн,tif
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\QC3.pdf,обычные:2,2,УЗ-4,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Выгрузки\Сайты\121681_original.png,нет,0,нет ПДн,png
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\Government-order_220-notice.rtf,обычные:1,1,УЗ-4,rtf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\BAKSPEC.docx,"обычные:5, биометрические:1",6,УЗ-1,docx
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Выгрузки\Сайты\1928653_300.jpg,биометрические:2,2,УЗ-2,jpg
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\Prikaz П1196.pdf,нет,0,нет ПДн,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\g_p9-od.pdf,нет,0,нет ПДн,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Выгрузки\Сайты\4078_800.jpg,биометрические:1,1,УЗ-2,jpg
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Выгрузки\Сайты\page_263.html,обычные:1,1,УЗ-4,html
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\HS18_03.tif,биометрические:4,4,УЗ-2,tif
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Выгрузки\Сайты\39980_800.png,биометрические:1,1,УЗ-2,png
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\П1132 ДПО курсы русского.pdf,нет,0,нет ПДн,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\ПП_2025_19.01.2025_итог.pdf,"обычные:10, биометрические:1, специальные:1",12,УЗ-1,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Выгрузки\Сайты\page_328.html,"обычные:11, государственные:1, специальные:1",13,УЗ-1,html
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Выгрузки\Сайты\Vogue.jpg,биометрические:1,1,УЗ-2,jpg
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\РАСП727-Р_10.07.2025.pdf,нет,0,нет ПДн,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Архив сканы\b\zzb24c00\2080143458.tif,нет,0,нет ПДн,tif
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Выгрузки\Сайты\page_218.html,"обычные:10, государственные:1, специальные:1",12,УЗ-1,html
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Выгрузки\Сайты\1926959_300.jpg,биометрические:3,3,УЗ-2,jpg
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Выгрузки\Сайты\page_215.html,"обычные:10, государственные:2, специальные:1",13,УЗ-1,html
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\2.pdf,нет,0,нет ПДн,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\Prikaz 18033_24.12.2015.pdf,нет,0,нет ПДн,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Выгрузки\Сайты\16167_original.png,биометрические:2,2,УЗ-2,png
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\patent-2415158.pdf,нет,0,нет ПДн,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\44_04_02_obr_sred.pdf,обычные:5,5,УЗ-3,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\39_2024_.pdf,нет,0,нет ПДн,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\П445_11.03.2025.pdf,нет,0,нет ПДн,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\competitions_list-2020_15.04-info.pdf,нет,0,нет ПДн,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Выгрузки\Сайты\460_original.jpg,нет,0,нет ПДн,jpg
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\wpm5skhpgcr5ncwf6dwz92dutt9ucc13.pdf,"обычные:5, биометрические:1, специальные:1",7,УЗ-1,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Выгрузки\Сайты\17984_original.png,биометрические:1,1,УЗ-2,png
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\П1188.pdf,нет,0,нет ПДн,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\obsh_e.pdf,обычные:5,5,УЗ-3,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\rasp_dop_mag.pdf,обычные:2,2,УЗ-4,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Выгрузки\Сайты\95612757-14438121-image-a-104_1740586121959.jpg,биометрические:4,4,УЗ-2,jpg
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\П142-ОД_28.03.2025.pdf,нет,0,нет ПДн,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Выгрузки\Сайты\12049_900.jpg,нет,0,нет ПДн,jpg
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\sved_o_d_m_2015.xls,"обычные:4, специальные:1",5,УЗ-1,xls
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\Water%20quality%20management%20ReshetnyakOS%202022.docx,нет,0,нет ПДн,docx
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\2.2.16.pdf,"обычные:2, специальные:1",3,УЗ-1,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\Свидетельство ПОА 01.04.02.pdf,нет,0,нет ПДн,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\доп. об изменении цены_2ред.doc,нет,0,нет ПДн,doc
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Архив сканы\a\zza70e00\92023499_92023505.tif,биометрические:1,1,УЗ-2,tif
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Выгрузки\Логистика\logistics.csv,"обычные:9074, биометрические:1, специальные:1",9076,УЗ-1,csv
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Выгрузки\Сайты\page_404.html,"обычные:10, государственные:2, специальные:1",13,УЗ-1,html
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\russ_lit.pdf,нет,0,нет ПДн,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Выгрузки\Сайты\Доки\neutrality-treaty.pdf,нет,0,нет ПДн,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Выгрузки\Сайты\14437887_original.jpg,биометрические:12,12,УЗ-1,jpg
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Выгрузки\Сайты\page_2.html,"обычные:11, государственные:2, специальные:1",14,УЗ-1,html
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Выгрузки\Сайты\57e66fb7c610da94a6dd8443972f4ecc.jpg,биометрические:2,2,УЗ-2,jpg
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\Freedom%20of%20Speech%20and%20Academic%20Freedom%20Code%20of%20Practice%20-%20v3.4.pdf,обычные:7,7,УЗ-3,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\54.04.01.pdf,обычные:1,1,УЗ-4,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Выгрузки\Сайты\9226_original.png,биометрические:4,4,УЗ-2,png
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Выгрузки\Сайты\page_52.html,"обычные:10, государственные:4, специальные:1",15,УЗ-1,html
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Выгрузки\Сайты\19298_900.jpg,биометрические:1,1,УЗ-2,jpg
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Выгрузки\Сайты\page_209.html,"обычные:10, государственные:1, специальные:1",12,УЗ-1,html
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Выгрузки\Сайты\page_110.html,"обычные:11, государственные:1, специальные:1",13,УЗ-1,html
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\Procurement%20in%20Focus.pdf,нет,0,нет ПДн,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\STEM.pdf,обычные:2,2,УЗ-4,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\2633b07b34442b5df2b84aa2226dd0e9.pdf,нет,0,нет ПДн,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\МН-3_3150 Для сайта.pdf,нет,0,нет ПДн,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Выгрузки\Сайты\321257_1000.png,биометрические:1,1,УЗ-2,png
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Выгрузки\Сайты\page_102.html,"обычные:11, государственные:1, специальные:1",13,УЗ-1,html
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\РАСП-647.pdf,нет,0,нет ПДн,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\5.7.2.pdf,"обычные:5, специальные:1",6,УЗ-1,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\Свидетельство 43.04.03.pdf,нет,0,нет ПДн,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Выгрузки\Сайты\122982_800.jpg,биометрические:3,3,УЗ-2,jpg
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Выгрузки\Сайты\14443021_original.jpg,нет,0,нет ПДн,jpg
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\П13-ОД о внесении изменений в 27.03.03 и 09.03.02.pdf,нет,0,нет ПДн,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Выгрузки\Сайты\page_36.html,"обычные:11, государственные:2, специальные:1",14,УЗ-1,html
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\Свидетельство 46.04.01.pdf,нет,0,нет ПДн,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Выгрузки\Сайты\c23e75z8yehiways53.jpg,биометрические:2,2,УЗ-2,jpg
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\dog_pril15.pdf,нет,0,нет ПДн,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\protokol_17.pdf,нет,0,нет ПДн,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Выгрузки\Сайты\page_334.html,"обычные:11, государственные:1, специальные:1",13,УЗ-1,html
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Выгрузки\Сайты\1785073_800.jpg,биометрические:1,1,УЗ-2,jpg
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Выгрузки\Сайты\6424_2000.jpg,биометрические:13,13,УЗ-1,jpg
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\Prikaz 734 01.06.2016.pdf,нет,0,нет ПДн,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\pr6_09022013.pdf,нет,0,нет ПДн,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\mash_ob.pdf,обычные:5,5,УЗ-3,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Выгрузки\Сайты\a6a2d1cf538fc5d09ca0c455e822f6f6.jpg,биометрические:2,2,УЗ-2,jpg
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\prikaz_N_1010_1_ot_20.11.2018_.pdf,нет,0,нет ПДн,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\Otchet_2012.pdf,"обычные:5, специальные:1",6,УЗ-1,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Выгрузки\Сайты\page_444.html,"обычные:30, государственные:5, специальные:1",36,УЗ-1,html
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\118.pdf,нет,0,нет ПДн,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\E_brochure_08022024.pdf,обычные:1,1,УЗ-4,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\dog_pril17.pdf,нет,0,нет ПДн,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\%D0%94%D0%BB%D1%8F%20%D1%81%D0%B0%D0%B9%D1%82%D0%B0%20%D0%A1%D1%80%D0%B5%D0%B4%D0%BD%D0%B8%D0%B9%20%D0%B1%D0%B0%D0%BB%D0%BB%20%D0%B8%20%D0%95%D0%93%D0%AD%202021_22.pdf,специальные:1,1,УЗ-2,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Выгрузки\Сайты\page_296.html,"обычные:11, государственные:1, специальные:1",13,УЗ-1,html
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Выгрузки\Сайты\10261_800.png,биометрические:1,1,УЗ-2,png
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\07.04.01.pdf,"обычные:5, специальные:1",6,УЗ-1,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\Environmental%20problems%20and%20environmental%20pollution%20.docx,нет,0,нет ПДн,docx
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\P1011.pdf,нет,0,нет ПДн,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\524.pdf,нет,0,нет ПДн,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\%D0%9F%D1%80%D0%BE%D0%B3%D1%80%D0%B0%D0%BC%D0%BC%D0%B0_%D1%80%D0%B0%D0%B7%D0%B2%D0%B8%D1%82%D0%B8%D1%8F_%D0%BA%D0%BB%D0%B0%D1%81%D1%82%D0%B5%D1%80%D0%B0_%D0%B4%D0%BE_2020%D0%B3.pdf,нет,0,нет ПДн,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Выгрузки\Сайты\4df30dc9fa05b38acf19dcd94e76c00f.jpg,биометрические:1,1,УЗ-2,jpg
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Прочее\П216-ОД.pdf,"обычные:7, биометрические:1, специальные:1",9,УЗ-1,pdf
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Выгрузки\Сайты\14440460_original.jpg,биометрические:12,12,УЗ-1,jpg
c:\Users\rulan\Downloads\SamsungHacaton\data\share\Выгрузки\Сайты\page_186.html,"обычные:11, государственные:1, специальные:1",13,УЗ-1,html
